channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
8388607,8388607,-6447482,-2325300,8303208,-7145654,-5936591,8383311,1404598431.42,0
8388607,8388607,-6450664,-2329667,8304614,-7147361,-5941062,8384879,1404598431.428,0
8388607,8388607,-6448184,-2325650,8303179,-7145516,-5936855,8383294,1404598431.435,0
8388607,8388607,-6451177,-2329374,8304582,-7147179,-5941351,8384804,1404598431.44,0
8388607,8388607,-6450384,-2328161,8304188,-7146659,-5940321,8384366,1404598431.448,0
8388607,8388607,-6449219,-2325895,8303369,-7145587,-5938146,8383472,1404598431.456,0
8388607,8388607,-6450950,-2328294,8304531,-7146894,-5940923,8384706,1404598431.462,0
8388607,8388607,-6449476,-2325437,8303575,-7145633,-5938037,8383654,1404598431.469,0
8388607,8388607,-6451610,-2328338,8304459,-7146726,-5941281,8384624,1404598431.477,0
8388607,8388607,-6450117,-2325907,8303923,-7145924,-5938884,8383996,1404598431.484,0
8388607,8388607,-6451684,-2327649,8304471,-7146560,-5940981,8384606,1404598431.489,0
8388607,8388607,-6450914,-2326281,8303869,-7145774,-5939643,8383940,1404598431.498,0
8388607,8388607,-6356992,131071,-131073,-100815,8090099,-5113129,1404598431.505,0
8388607,8388607,-6453349,-2329021,8304864,-7146901,-5942834,8385013,1404598431.511,0
8388607,8388607,-6450934,-2325220,8303411,-7145047,-5938422,8383435,1404598431.518,0
8388607,8388607,-6453981,-2329224,8304774,-7146692,-5943004,8384928,1404598431.526,0
8388592,31,-33,-25,6537399,2195231,-5447388,-4295063,1404598431.53,0
8388607,8388607,-6452451,-2326120,8303836,-7145404,-5940359,8383861,1404598431.539,0
8388607,8388607,-6453952,-2328215,8304446,-7146116,-5942371,8384542,1404598431.546,0
8388607,8388607,-6452081,-2325318,8303507,-7144901,-4194304,8388607,1404598431.551,0
8388607,8388607,-6454466,-2328277,8304733,-7146326,-5943074,8384824,1404598431.56,0
8388607,8388607,-6452805,-2325609,8303646,-7144941,-5940123,8383631,1404598431.567,0
8388607,8388607,-6454890,-2328086,8304593,-7146040,-5943058,8384666,1404598431.574,0
8388607,8388607,-6453346,-2325714,8303869,-7145058,-5940736,8383851,1404598431.579,0
8388607,8388607,-6452798,-2324537,8303603,-7144666,-5939694,8383549,1404598431.588,0
8388607,8388607,-6455851,-2328784,8304720,-7146074,-5944014,8384809,1404598431.596,0
8388607,8388607,-6453551,-2324895,8303414,-7144369,-5939998,8383360,1404598431.603,0
